course_id,course_name,section_id,session,days/times,dates,instructor,status
EGUY1001073607,EG-UY 1001 - Engineering and Technology Forum,Section: BRC6-RCT (17430),Session: Regular Academic Session,Days/Times: Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm,Dates: 02/10/2020 - 02/10/2020 03/02/2020 - 03/02/2020 03/23/2020 - 03/23/2020 04/06/2020 - 04/06/2020 04/20/2020 - 04/20/2020 05/04/2020 - 05/04/2020,Instructor: David Gerard Lefer,Status: Open
EGUY1001073607,EG-UY 1001 - Engineering and Technology Forum,Section: BRC7-RCT (17431),Session: Regular Academic Session,Days/Times: Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm,Dates: 02/10/2020 - 02/10/2020 03/02/2020 - 03/02/2020 03/23/2020 - 03/23/2020 04/06/2020 - 04/06/2020 04/20/2020 - 04/20/2020 05/04/2020 - 05/04/2020,Instructor: David Gerard Lefer,Status: Open
EGUY1001073607,EG-UY 1001 - Engineering and Technology Forum,Section: BRC8-RCT (17432),Session: Regular Academic Session,Days/Times: Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm,Dates: 02/10/2020 - 02/10/2020 03/02/2020 - 03/02/2020 03/23/2020 - 03/23/2020 04/06/2020 - 04/06/2020 04/20/2020 - 04/20/2020 05/04/2020 - 05/04/2020,Instructor: David Gerard Lefer,Status: Open
EGUY1001073607,EG-UY 1001 - Engineering and Technology Forum,Section: BRC9-RCT (17433),Session: Regular Academic Session,Days/Times: Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm Mo 12:30pm - 1:55pm,Dates: 02/10/2020 - 02/10/2020 03/02/2020 - 03/02/2020 03/23/2020 - 03/23/2020 04/06/2020 - 04/06/2020 04/20/2020 - 04/20/2020 05/04/2020 - 05/04/2020,Instructor: David Gerard Lefer,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: A1LB-LAB (16809),Session: Regular Academic Session,Days/Times: Tu 8:00am - 10:50am,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: A1LC-LEC (16810),Session: Regular Academic Session,Days/Times: Th 12:30pm - 1:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: A1RC-RCT (16811),Session: Regular Academic Session,Days/Times: Th 9:30am - 10:55am,Dates: 01/27/2020 - 05/11/2020,Instructor: Peter Li,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: B1LB-LAB (16812),Session: Regular Academic Session,Days/Times: We 8:00am - 10:50am,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: B1LC-LEC (16813),Session: Regular Academic Session,Days/Times: Th 12:30pm - 1:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: B1RC-RCT (16814),Session: Regular Academic Session,Days/Times: Th 11:00am - 12:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Peter Li,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: B2LB-LAB (17097),Session: Regular Academic Session,Days/Times: We 8:00am - 10:50am,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: B2LC-LEC (17098),Session: Regular Academic Session,Days/Times: Th 12:30pm - 1:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: B2RC-RCT (17117),Session: Regular Academic Session,Days/Times: Th 11:00am - 12:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Cindy Rom,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: C1LB-LAB (16815),Session: Regular Academic Session,Days/Times: Th 8:00am - 10:50am,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: C1LC-LEC (16816),Session: Regular Academic Session,Days/Times: Th 12:30pm - 1:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: C1RC-RCT (16817),Session: Regular Academic Session,Days/Times: Tu 9:30am - 10:55am,Dates: 01/27/2020 - 05/11/2020,Instructor: Peter Li,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: C3LB-LAB (17372),Session: Regular Academic Session,Days/Times: Th 8:00am - 10:50am,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: C3LC-LEC (17383),Session: Regular Academic Session,Days/Times: Th 12:30pm - 1:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: C3RC-RCT (17373),Session: Regular Academic Session,Days/Times: Tu 9:30am - 10:55am,Dates: 01/27/2020 - 05/11/2020,Instructor: Victoria G Bill,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: D3LB-LAB (21506),Session: Regular Academic Session,Days/Times: Fr 8:00am - 10:50am,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: D3LC-LEC (21507),Session: Regular Academic Session,Days/Times: Th 12:30pm - 1:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: D3RC-RCT (21508),Session: Regular Academic Session,Days/Times: We 9:30am - 10:55am,Dates: 01/27/2020 - 05/11/2020,Instructor: Robert Albano,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: E1LB-LAB (16733),Session: Regular Academic Session,Days/Times: Tu 2:00pm - 4:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: E1LC-LEC (16731),Session: Regular Academic Session,Days/Times: Th 12:30pm - 1:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: E1RC-RCT (16732),Session: Regular Academic Session,Days/Times: We 12:30pm - 1:55pm,Dates: 01/27/2020 - 05/11/2020,Instructor: James Dimitrie Cordista,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: F3LB-LAB (17374),Session: Regular Academic Session,Days/Times: Th 2:00pm - 4:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: F3LC-LEC (17384),Session: Regular Academic Session,Days/Times: Th 12:30pm - 1:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: F3RC-RCT (17375),Session: Regular Academic Session,Days/Times: Tu 11:00am - 12:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Daniel M. Speyer,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: G1LB-LAB (16986),Session: Regular Academic Session,Days/Times: Fr 2:00pm - 4:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: G1LC-LEC (16987),Session: Regular Academic Session,Days/Times: Th 12:30pm - 1:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: G1RC-RCT (16988),Session: Regular Academic Session,Days/Times: We 11:00am - 12:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: James Dimitrie Cordista,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: G3LB-LAB (17114),Session: Regular Academic Session,Days/Times: Fr 2:00pm - 4:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: G3LC-LEC (17115),Session: Regular Academic Session,Days/Times: Th 12:30pm - 1:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gunter W Georgi,Status: Open
EGUY1003070039,EG-UY 1003 - Introduction to Engineering and Design,Section: G3RC-RCT (17116),Session: Regular Academic Session,Days/Times: We 11:00am - 12:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Robert Albano,Status: Open
EGUY3003229778,EG-UY 3003 - PRECAPSTONE INNOVATION,Section: LAB-LAB (17493),Session: Regular Academic Session,Days/Times: Sa 11:00am - 2:00pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jin Kim Montclare, Michael E. Knox, Sara D Thermer, Vittoria Flamini,Status: Open
EGUY3003229778,EG-UY 3003 - PRECAPSTONE INNOVATION,Section: LEC-LEC (17492),Session: Regular Academic Session,Days/Times: Th 5:00pm - 7:00pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jin Kim Montclare, Michael E. Knox, Sara D Thermer, Vittoria Flamini,Status: Open
DMUY2113072897,DM-UY 2113 - Sound Design for Media,Section: A-LEC (16932),Session: Regular Academic Session,Days/Times: TuTh 12:30pm - 2:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: HIdeki Kato,Status: Open
DMUY3133072898,DM-UY 3133 - 3D Animation,Section: A-LEC (16935),Session: Regular Academic Session,Days/Times: TuTh 10:30am - 12:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Mark L Skwarek,Status: Open
DMUY3153073205,DM-UY 3153 - Media in Game Design and Development,Section: A-LEC (17034),Session: Regular Academic Session,Days/Times: MoWe 4:30pm - 6:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Stephen Lawrence Clark,Status: Open
DMUY4003073123,DM-UY 4003 - Senior Project in Digital Media,Section: A-PRO (16936),Session: Regular Academic Session,Days/Times: Mo 12:30pm - 2:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Deangela L Duff,Status: Open
DMUY4003073123,DM-UY 4003 - Senior Project in Digital Media,Section: C-PRO (21893),Session: Regular Academic Session,Days/Times: Mo 12:30pm - 2:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Nicholas Katsivelos,Status: Open
DMUY4003073123,DM-UY 4003 - Senior Project in Digital Media,Section: D-PRO (24712),Session: Regular Academic Session,Days/Times: Mo 12:30pm - 2:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Alexander Nathanson,Status: Open
DMUY4173211726,DM-UY 4173 - Professional Practices for Creatives,Section: A-LEC (17236),Session: Regular Academic Session,Days/Times: We 4:20pm - 8:00pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Touseef Mirza,Status: Open
DMUY4173211726,DM-UY 4173 - Professional Practices for Creatives,Section: B-LEC (22525),Session: Regular Academic Session,Days/Times: Tu 5:30pm - 9:10pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Lillian J Warner,Status: Open
DMUY4913073583,DM-UY 4913 - Special Topics in Digital Media,Section: E-LEC (17473),Topic: CLIMATE AND DESIGN COLLABORATIVE STUDIO,Session: Regular Academic Session,Days/Times: Mo 7:00pm - 8:50pm We 6:30pm - 8:20pm,Dates: 01/27/2020 - 05/11/2020 01/27/2020 - 05/11/2020,Instructor: Andrew Joseph Kruczkiewicz, Clarisa A Diaz
DMUY4913073583,DM-UY 4913 - Special Topics in Digital Media,Section: F-LEC (17474),Topic: BLINKING BEEPING MOVING SENSING,Session: Regular Academic Session,Days/Times: Fr 12:30pm - 4:10pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Scott Heekin Fitzgerald
MGUY2104072348,MG-UY 2104 - Organizational Behavior,Section: A-LEC (17004),Session: Regular Academic Session,Days/Times: Fr 9:00am - 12:40pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Roger D. Eisenhardt,Status: Open
MGUY3002072350,MG-UY 3002 - Project Management,Section: A-LEC (16649),Session: Regular Academic Session,Days/Times: We 2:30pm - 4:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Anita T Dhir,Status: Open
MGUY3304072362,MG-UY 3304 - Introduction to Supply Chain Management,Section: A-LEC (16651),Session: Regular Academic Session,Days/Times: TuTh 8:30am - 10:20am,Dates: 01/27/2020 - 05/11/2020,Instructor: Kyle Bergman,Status: Open
MGUY3404072454,MG-UY 3404 - Innovation Management,Section: B-LEC (20906),Session: Regular Academic Session,Days/Times: TuTh 4:00pm - 5:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Andrew Moss,Status: Open
MGUY4111073428,MG-UY 4111 - SPECIAL TOPICS IN MANAGEMENT,Section: B-LEC (17304),Topic: MICROECONOMICS,Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Michael T D'Emic
MGUY4111073428,MG-UY 4111 - SPECIAL TOPICS IN MANAGEMENT,Section: C-LEC (17305),Topic: ELECTRONIC BUSINESS,Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Michael W Driscoll
MGUY4111073428,MG-UY 4111 - SPECIAL TOPICS IN MANAGEMENT,Section: D-LEC (17320),Topic: MANAGEMENT INFORMATION TECHNOLOGY AND SYSTEMS,Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Michael W Driscoll
MGUY4111073428,MG-UY 4111 - SPECIAL TOPICS IN MANAGEMENT,Section: E-LEC (17527),Topic: FINANCE,Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Michael T D'Emic
MGUY4111073428,MG-UY 4111 - SPECIAL TOPICS IN MANAGEMENT,Section: F-LEC (17528),Topic: ORGANIZATIONAL BEHAVIOR,Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Bohdan Hoshovsky
MGUY4504072364,MG-UY 4504 - Global Perspectives on Technology Management: A Capstone Project Course,Section: A-LEC (16655),Session: Regular Academic Session,Days/Times: MoWe 8:30am - 10:20am,Dates: 01/27/2020 - 05/11/2020,Instructor: Andrew Moss,Status: Open
MGUY4514072828,MG-UY 4514 - Honors Capstone Project in Tech, Innovation and/or Info Mgmt & Entrepreneurship I,Section: BK01-PRO (16913),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
MGUY4524072363,MG-UY 4524 - Honors Capstone Project in Tech, Innovation and/or Info Mgmt & Entrepreneurship II,Section: BK01-IND (16914),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
MGUY4904074161,MG-UY 4904 - BS THESIS IN BUSINESS & TECH MANAGEMENT,Section: BK01-RSC (16915),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
MAUY492X072516,MA-UY 492X - INDEPENDENT STUDY,Section: A-IND (16666),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Edward Miller,Status: Open
MAUY492X072516,MA-UY 492X - INDEPENDENT STUDY,Section: B-IND (17353),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Yisong Yang,Status: Open
MAUY492X072516,MA-UY 492X - INDEPENDENT STUDY,Section: C-IND (20309),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
MAUY492X072516,MA-UY 492X - INDEPENDENT STUDY,Section: D-IND (20321),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
MAUY914072944,MA-UY 914 - Precalculus for Engineers,Section: A-LEC (16865),Session: Regular Academic Session,Days/Times: TuTh 6:00pm - 8:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Tsz Chung Lo,Status: Open
MAUY1024072932,MA-UY 1024 - Calculus I for Engineers,Section: A-LEC (16833),Session: Regular Academic Session,Days/Times: MoWe 10:30am - 12:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Mariya Feklistova,Status: Open
MAUY1024072932,MA-UY 1024 - Calculus I for Engineers,Section: B-LEC (16834),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 3:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Ken Cereste,Status: Open
MAUY1024072932,MA-UY 1024 - Calculus I for Engineers,Section: C-LEC (20312),Session: Regular Academic Session,Days/Times: TuTh 9:00am - 10:50am,Dates: 01/27/2020 - 05/11/2020,Instructor: Luciano Manuel Medina,Status: Open
MAUY1124072933,MA-UY 1124 - Calculus II for Engineers,Section: A-LEC (16656),Session: Regular Academic Session,Days/Times: MoWe 8:30am - 10:20am,Dates: 01/27/2020 - 05/11/2020,Instructor: Hanna Ulman,Status: Open
MAUY1124072933,MA-UY 1124 - Calculus II for Engineers,Section: D-LEC (16658),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 3:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Irina Bronstein,Status: Open
MAUY1324072934,MA-UY 1324 - Integrated Calculus I for Engineers,Section: A-LEC (16659),Session: Regular Academic Session,Days/Times: MoWe 8:30am - 11:20am,Dates: 01/27/2020 - 05/11/2020,Instructor: Irina Bronstein,Status: Open
MAUY1324072934,MA-UY 1324 - Integrated Calculus I for Engineers,Section: B-LEC (16660),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 4:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Hanna Ulman,Status: Open
MAUY1324072934,MA-UY 1324 - Integrated Calculus I for Engineers,Section: C-LEC (16661),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 4:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Amakoe G.E.D. Gbedemah,Status: Open
MAUY1324072934,MA-UY 1324 - Integrated Calculus I for Engineers,Section: D-LEC (17515),Session: Regular Academic Session,Days/Times: TuTh 6:00pm - 8:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Amakoe G.E.D. Gbedemah,Status: Open
MAUY1424072935,MA-UY 1424 - Integrated Calculus II for Engineers,Section: B-LEC (16663),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 4:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Tsz Chung Lo,Status: Open
MAUY1424072935,MA-UY 1424 - Integrated Calculus II for Engineers,Section: C-LEC (17166),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 4:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Mariya Feklistova,Status: Open
MAUY1424072935,MA-UY 1424 - Integrated Calculus II for Engineers,Section: D-LEC (17307),Session: Regular Academic Session,Days/Times: TuTh 6:00pm - 8:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Nicholas E Spizzirri,Status: Open
MAUY2034211454,MA-UY 2034 - Linear Algebra and Differential Equations,Section: A-LEC (16992),Session: Regular Academic Session,Days/Times: TuTh 9:00am - 10:50am,Dates: 01/27/2020 - 05/11/2020,Instructor: Joseph F Esposito,Status: Open
MAUY2034211454,MA-UY 2034 - Linear Algebra and Differential Equations,Section: C-LEC (16991),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 3:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Rachel Jacobovits,Status: Open
MAUY2034211454,MA-UY 2034 - Linear Algebra and Differential Equations,Section: D-LEC (16993),Session: Regular Academic Session,Days/Times: TuTh 4:00pm - 5:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Lindsey Van Wagenen,Status: Open
MAUY2034211454,MA-UY 2034 - Linear Algebra and Differential Equations,Section: E-LEC (16994),Session: Regular Academic Session,Days/Times: TuTh 4:00pm - 5:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Rachel Jacobovits,Status: Open
MAUY2034211454,MA-UY 2034 - Linear Algebra and Differential Equations,Section: F-LEC (16989),Session: Regular Academic Session,Days/Times: TuTh 6:00pm - 7:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Lindsey Van Wagenen,Status: Open
MAUY2054072630,MA-UY 2054 - Applied Business Data Analysis I,Section: A-LEC (16664),Session: Regular Academic Session,Days/Times: MoWe 10:30am - 12:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Fang Zhao,Status: Open
MAUY2054072630,MA-UY 2054 - Applied Business Data Analysis I,Section: B-LEC (17204),Session: Regular Academic Session,Days/Times: TuTh 4:00pm - 5:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Elizabeth Stepp,Status: Open
MAUY2114211455,MA-UY 2114 - Calculus III: Multi-Dimensional Calculus,Section: B-LEC (16996),Session: Regular Academic Session,Days/Times: MoWe 10:30am - 12:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Luciano Manuel Medina,Status: Open
MAUY2114211455,MA-UY 2114 - Calculus III: Multi-Dimensional Calculus,Section: C-LEC (16997),Session: Regular Academic Session,Days/Times: MoWe 12:30pm - 2:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jose A Diaz-Alban,Status: Open
MAUY2114211455,MA-UY 2114 - Calculus III: Multi-Dimensional Calculus,Section: D-LEC (16998),Session: Regular Academic Session,Days/Times: MoWe 12:30pm - 2:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Luciano Manuel Medina,Status: Open
MAUY2114211455,MA-UY 2114 - Calculus III: Multi-Dimensional Calculus,Section: F-LEC (17168),Session: Regular Academic Session,Days/Times: MoWe 6:00pm - 7:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Nicholas E Spizzirri,Status: Open
MAUY2224211456,MA-UY 2224 - Data Analysis,Section: B-LEC (17000),Session: Regular Academic Session,Days/Times: MoWe 10:30am - 12:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Michel Lobenberg,Status: Open
MAUY2224211456,MA-UY 2224 - Data Analysis,Section: D-LEC (17002),Session: Regular Academic Session,Days/Times: MoWe 12:30pm - 2:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Mariya Feklistova,Status: Open
MAUY2224211456,MA-UY 2224 - Data Analysis,Section: E-LEC (17080),Session: Regular Academic Session,Days/Times: MoWe 12:30pm - 2:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jinghua Qian,Status: Open
MAUY2224211456,MA-UY 2224 - Data Analysis,Section: G-LEC (20314),Session: Regular Academic Session,Days/Times: MoWe 6:00pm - 7:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Adam Constantine,Status: Open
MAUY2314212356,MA-UY 2314 - Discrete Mathematics,Section: ALEC-LEC (16978),Session: Regular Academic Session,Days/Times: MoWe 10:30am - 11:50am,Dates: 01/27/2020 - 05/11/2020,Instructor: Jose A Diaz-Alban,Status: Open
MAUY2314212356,MA-UY 2314 - Discrete Mathematics,Section: REC4-RCT (17277),Session: Regular Academic Session,Days/Times: Th 2:00pm - 2:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Yuhong Yu,Status: Open
MAUY2414074769,MA-UY 2414 - Basic Practice of Statistics for Social Science,Section: A-LEC (16916),Session: Regular Academic Session,Days/Times: TuTh 4:00pm - 5:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Nicholas E Spizzirri,Status: Open
MAUY3054226965,MA-UY 3054 - Honors Linear Algebra,Section: A-LEC (17279),Session: Regular Academic Session,Days/Times: MoWe 11:00am - 12:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Sylvia L Serfaty,Status: Open
MAUY3113211892,MA-UY 3113 - Advanced Linear Algebra and Complex Variables,Section: B-LEC (17136),Session: Regular Academic Session,Days/Times: TuTh 6:00pm - 7:20pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Edward Miller,Status: Open
MAUY3514233031,MA-UY 3514 - Honors Probability,Section: A-LEC (23584),Session: Regular Academic Session,Days/Times: TuTh 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Eyal Lubetzky,Status: Open
MAUY3514233031,MA-UY 3514 - Honors Probability,Section: ARC-RCT (23588),Session: Regular Academic Session,Days/Times: Fr 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: David Padilla Garza,Status: Open
MAUY4064226978,MA-UY 4064 - Honors Algebra II,Section: A-LEC (17216),Session: Regular Academic Session,Days/Times: MoWe 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jonathan Goodman,Status: Open
MAUY4064226978,MA-UY 4064 - Honors Algebra II,Section: ARC-RCT (17217),Session: Regular Academic Session,Days/Times: Fr 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jumageldi Charyyev,Status: Open
MAUY4114171520,MA-UY 4114 - Applied Statistics,Section: A-LEC (17335),Session: Regular Academic Session,Days/Times: MoWe 4:30pm - 5:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jinghua Qian,Status: Open
MAUY4114171520,MA-UY 4114 - Applied Statistics,Section: ARC-RCT (17336),Session: Regular Academic Session,Days/Times: Fr 12:00pm - 1:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Efe Onaran,Status: Open
MAUY4204226968,MA-UY 4204 - Ordinary Diff Equations,Section: C-LEC (24820),Session: Regular Academic Session,Days/Times: MoWe 3:00pm - 4:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Naima Hammoud,Status: Open
MAUY4204226968,MA-UY 4204 - Ordinary Diff Equations,Section: CRC-RCT (24821),Session: Regular Academic Session,Days/Times: Fr 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Qirui Peng,Status: Open
MAUY4424171529,MA-UY 4424 - NUMERICAL ANALYSIS,Section: C-LEC (17413),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Michael O'Neil,Status: Open
MAUY4424171529,MA-UY 4424 - NUMERICAL ANALYSIS,Section: CRC-RCT (17414),Session: Regular Academic Session,Days/Times: Fr 1:30pm - 2:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gaston Martin Gonzalez,Status: Open
MAUY4434171517,MA-UY 4434 - Applied Complex Variables,Section: A-LEC (20315),Session: Regular Academic Session,Days/Times: TuTh 4:00pm - 5:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Yisong Yang,Status: Open
MAUY4434171517,MA-UY 4434 - Applied Complex Variables,Section: ARC-RCT (20316),Session: Regular Academic Session,Days/Times: Fr 3:00pm - 4:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Ajeet S Gary,Status: Open
